timestamp,open,high,low,close,volume
2022-11-01,424.5100,425.5000,417.4550,422.0000,779382
2022-10-31,415.5100,421.3700,415.2800,419.3700,701730
2022-10-28,401.1900,418.9600,400.6000,416.1400,773602
2022-10-27,401.3000,406.2000,399.3600,402.2400,597419
2022-10-26,397.3700,408.9000,395.1100,399.2700,773613
2022-10-25,384.0400,397.6900,383.5200,395.4000,903392
2022-10-24,383.6100,384.8900,373.7950,384.6300,906991
2022-10-21,382.6400,385.9600,374.0850,382.8100,806098
2022-10-20,387.5800,398.0850,381.2800,381.5900,914591
2022-10-19,396.0000,399.2800,384.7600,386.2600,1168539
2022-10-18,412.9300,415.3698,400.2100,404.9800,682020
2022-10-17,400.5000,405.6400,391.8600,402.5400,784547
2022-10-14,404.1500,406.9900,393.8200,394.2400,817131
2022-10-13,391.4100,400.4100,386.7800,398.8900,913338
2022-10-12,396.9500,404.0300,392.8800,398.0200,744238
2022-10-11,393.2200,403.8600,392.4000,396.8000,721221
2022-10-10,387.6000,392.7500,381.9500,390.3000,803034
2022-10-07,386.5300,388.4800,380.9400,387.9800,689039
2022-10-06,394.2300,401.6550,391.1950,392.0800,555408
2022-10-05,400.2800,402.2600,392.2000,395.9900,765107
2022-10-04,410.6700,414.0850,400.5700,403.9500,782598
2022-10-03,403.0000,409.0400,397.0000,404.7500,611081
2022-09-30,401.7500,409.7250,394.6379,401.1900,737214
2022-09-29,408.9300,409.6100,400.9700,404.7600,667660
2022-09-28,401.0000,410.4699,397.0200,409.2100,951210
2022-09-27,392.8000,397.4600,388.3100,394.1100,829538
2022-09-26,392.5000,399.1700,387.3300,387.6600,726625
2022-09-23,395.8400,397.6400,386.1000,392.3000,1016625
2022-09-22,408.3900,410.2600,401.2050,401.6700,656488
2022-09-21,420.0400,423.0000,410.7100,410.8200,504523
2022-09-20,416.9600,419.5300,413.0000,416.6200,578211
2022-09-19,418.0400,426.2000,417.0100,421.4700,705007
2022-09-16,417.5400,423.1100,415.8000,418.6600,728941
2022-09-15,426.1200,427.0000,419.0100,422.6700,763558
2022-09-14,430.7200,432.3500,419.5700,426.1500,1014107
2022-09-13,439.0000,441.5800,429.3900,430.0600,1011769
2022-09-12,444.7800,451.3000,444.0900,446.1400,925590
2022-09-09,446.0500,448.0750,441.1800,442.9000,959640
2022-09-08,440.7600,448.2900,438.2000,445.3400,1194627
2022-09-07,429.4200,445.6300,427.5400,444.0100,1471830
2022-09-06,423.4800,431.7500,414.0700,427.8200,982408
2022-09-02,428.4000,431.6000,420.8925,423.0800,816797
2022-09-01,419.8500,424.4800,414.0000,424.2500,915774
2022-08-31,419.3700,425.3300,416.4700,419.8700,1139351
2022-08-30,420.2600,420.6800,410.1375,416.7900,790470
2022-08-29,405.7600,423.6700,404.1700,417.6200,1328035
2022-08-26,429.6900,433.8800,410.9500,411.4700,2584450
2022-08-25,412.8100,420.6899,409.1300,419.2500,1944006
2022-08-24,403.7000,415.0300,400.1600,412.0200,832242
2022-08-23,398.6900,403.9400,398.1572,401.3100,642944
2022-08-22,397.1800,400.4500,395.4600,397.4500,659675
2022-08-19,407.7500,410.0290,399.5350,403.2500,586221
2022-08-18,406.0500,410.0600,402.0743,409.2500,504617
2022-08-17,403.0000,406.8250,400.2500,404.3500,683186
2022-08-16,407.0500,418.7899,407.0500,407.2600,1455461
2022-08-15,397.5000,408.1600,396.9701,405.3400,774142
2022-08-12,391.8500,395.5800,389.0800,395.4700,529754
2022-08-11,384.0500,391.3300,384.0500,390.0300,567871
2022-08-10,385.7800,388.7900,381.1050,381.4800,596642
2022-08-09,380.4000,380.6400,372.2200,375.7800,641680
2022-08-08,378.3000,385.3400,377.9200,379.3900,751741
2022-08-05,370.0000,378.8600,368.8000,377.8000,926244
2022-08-04,376.6300,376.6300,370.4400,372.3500,886149
2022-08-03,380.6000,384.1600,360.5800,372.9000,2533628
2022-08-02,395.7400,399.3700,387.2450,392.9000,611709
2022-08-01,388.9000,396.1650,385.9100,394.2800,921815
2022-07-29,397.4700,398.3600,386.0100,388.9100,1171498
2022-07-28,395.3500,404.4600,392.2700,400.7600,533246
2022-07-27,386.9200,397.5600,384.1874,395.4400,610370
2022-07-26,391.2200,392.8350,380.8100,384.7900,997618
2022-07-25,408.9100,408.9100,397.7700,401.2600,452692
